Id,Location,Price,Type,No. Beds,No. Baths,Area,Latitude,Longitude,Region,Sub-region
3576,"East Azampur, Dakshin Khan, Dhaka",4500000,Apartment,3,2,1050,23.85159,90.4151,DakshinKhan,East Azampur
3577,"DIT Road, Malibagh, Dhaka",8000000,Apartment,3,3,1105,23.77531,90.42565,Malibagh,DIT Road
3578,"Section 10, Mirpur, Dhaka",5800000,Apartment,3,2,1140,23.81223,90.35967,Mirpur,Section 10
3579,"Road No 5, Baridhara, Dhaka",45000000,Apartment,3,3,2578,23.75479,90.36056,Baridhara,Road No 5
3580,"Section 2, Mirpur, Dhaka",3000000,Apartment,2,2,650,23.81223,90.35967,Mirpur,Section 2
3581,"Section 2, Mirpur, Dhaka",3000000,Apartment,2,2,650,23.81223,90.35967,Mirpur,Section 2
3582,"Section 2, Mirpur, Dhaka",3200000,Apartment,2,2,650,23.81223,90.35967,Mirpur,Section 2
3583,"Gulshan 1, Gulshan, Dhaka",80000000,Apartment,4,4,4200,23.79059,90.42566,Gulshan,Gulshan 1
3584,"Road No 5, Banani, Dhaka",40000000,Duplex,4,5,3200,23.75479,90.36056,Banani,Road No 5
3585,"Gulshan 2, Gulshan, Dhaka",30000000,Apartment,3,3,2300,23.79059,90.42566,Gulshan,Gulshan 2
3586,"Gulshan 2, Gulshan, Dhaka",30000000,Apartment,3,3,2300,23.79059,90.42566,Gulshan,Gulshan 2
3587,"Block D, Niketan, Dhaka",10800000,Apartment,3,3,1200,23.77338,90.40971,Niketan,Block D
3588,"Sector 5, Uttara, Dhaka",5200000,Apartment,2,2,807,23.86846,90.3928,Uttara,Sector 5
3589,"Sector 3, Uttara, Dhaka",16000000,Apartment,3,4,2240,23.86846,90.3928,Uttara,Sector 3
3590,"Road No 1, Dhanmondi, Dhaka",20000000,Apartment,4,4,1486,23.7742,90.36502,Dhanmondi,Road No 1
3591,"Shukrabad, Dhanmondi, Dhaka",8800000,Apartment,3,3,1450,23.7526,90.37758,Dhanmondi,Shukrabad
3592,"Road No 4A, Dhanmondi, Dhaka",9700000,Apartment,3,3,1350,23.76629,90.41775,Dhanmondi,Road No 4A
3593,"Shukrabad, Dhanmondi, Dhaka",13880000,Apartment,3,3,1388,23.7526,90.37758,Dhanmondi,Shukrabad
3594,"Road No 4A, Dhanmondi, Dhaka",12350000,Apartment,3,3,1900,23.76629,90.41775,Dhanmondi,Road No 4A
3595,"Rajabazar, Tejgaon, Dhaka",7500000,Apartment,4,4,1800,23.7921,90.37846,Tejgaon,Rajabazar
3596,"Sadek Khan Road, Hazaribag, Dhaka",6500000,Apartment,3,2,1250,23.74529,90.3625,Hazaribag,Sadek Khan Road
3597,"Road No 5, Dhanmondi, Dhaka",21000000,Apartment,3,4,1850,23.75479,90.36056,Dhanmondi,Road No 5
3598,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",5000000,Apartment,2,2,910,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
3599,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",6500000,Apartment,3,3,1182,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
3600,"Road No 10A, Dhanmondi, Dhaka",10000000,Apartment,3,3,1300,23.76629,90.41775,Dhanmondi,Road No 10A
3601,"Sultangong Road, Hazaribag, Dhaka",8500000,Apartment,4,4,1350,23.76629,90.41775,Hazaribag,Sultangong Road
3602,"New Eskaton Road, Eskaton, Dhaka",13000000,Apartment,3,3,1270,23.74751,90.40013,Eskaton,New Eskaton Road
3603,"Bibir Bagicha, Jatra Bari, Dhaka",7200000,Apartment,3,2,1250,23.71064,90.43577,JatraBari,Bibir Bagicha
3604,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",9639000,Apartment,3,3,1530,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
3605,"Lake Circus Road, Kalabagan, Dhaka",13885100,Apartment,3,3,1405,23.75261,90.38152,Kalabagan,Lake Circus Road
3606,"Lake Circus Road, Kalabagan, Dhaka",16052000,Apartment,3,3,1640,23.75261,90.38152,Kalabagan,Lake Circus Road
3607,"Road No 5, Dhanmondi, Dhaka",33016500,Apartment,3,4,2277,23.75479,90.36056,Dhanmondi,Road No 5
3608,"Road No 5, Dhanmondi, Dhaka",33016500,Apartment,3,4,2277,23.75479,90.36056,Dhanmondi,Road No 5
3609,"Jhigatola Road, Dhanmondi, Dhaka",4000000,Apartment,2,2,620,23.76629,90.41775,Dhanmondi,Jhigatola Road
3610,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",7000000,Apartment,3,3,1100,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
3611,"Jigatola, Hazaribag, Dhaka",13500000,Apartment,3,4,1719,23.73926,90.37563,Hazaribag,Jigatola
3612,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",9450000,Apartment,3,3,1500,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
3613,"North Dhanmondi Road, Kalabagan, Dhaka",9000000,Apartment,3,2,1200,23.73887,90.37815,Kalabagan,North Dhanmondi Road
3614,"Ismail Lane, Eskaton, Dhaka",4800000,Apartment,2,2,800,23.74672,90.40125,Eskaton,Ismail Lane
3615,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",9450000,Apartment,3,3,1500,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
3616,"Sher-E-Bangla Road, Hazaribag, Dhaka",7280000,Apartment,3,3,1400,23.73494,90.36859,Hazaribag,Sher-E-Bangla Road
3617,"Azimpur Road, Lalbagh, Dhaka",9500000,Apartment,3,2,1100,23.73266,90.38482,Lalbagh,Azimpur Road
3618,"Road No 3, Dhanmondi, Dhaka",33000000,Apartment,4,4,2130,23.77727,90.36475,Dhanmondi,Road No 3
3619,"Road No 3, Dhanmondi, Dhaka",27000000,Apartment,3,3,1850,23.77727,90.36475,Dhanmondi,Road No 3
3620,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",6618000,Apartment,3,3,1103,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
3621,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",7518000,Apartment,3,3,1253,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
3622,"Saat Rawza, Bangshal, Dhaka",1600000,Apartment,2,1,450,23.71753,90.40474,Bangshal,Saat Rawza
3623,"Jhigatola Road, Dhanmondi, Dhaka",11295000,Apartment,3,3,1256,23.76629,90.41775,Dhanmondi,Jhigatola Road
3624,"Khaje Dewan, Lalbagh, Dhaka",5200000,Apartment,2,2,750,23.72085,90.34539,Lalbagh,Khaje Dewan
3625,"Golapbag, Jatra Bari, Dhaka",6250000,Apartment,3,3,1250,23.71856,90.42791,JatraBari,Golapbag
3626,"Abdul Aziz Lane, Lalbagh, Dhaka",4000000,Apartment,3,2,850,23.72325,90.37758,Lalbagh,Abdul Aziz Lane
3627,"Dholpur New Road, Jatra Bari, Dhaka",5300000,Apartment,3,3,1000,23.76629,90.41775,JatraBari,Dholpur New Road
3628,"Dholpur New Road, Jatra Bari, Dhaka",5500000,Apartment,3,3,1000,23.76629,90.41775,JatraBari,Dholpur New Road
3629,"Dholpur New Road, Jatra Bari, Dhaka",5300000,Apartment,3,3,1000,23.76629,90.41775,JatraBari,Dholpur New Road
3630,"Doniya, Shyampur, Dhaka",3800000,Apartment,3,2,950,23.68094,90.43935,Shyampur,Doniya
3631,"Julon Bari, Kotwali, Dhaka",3825000,Apartment,3,2,850,23.73795,90.39749,Kotwali,Julon Bari
3632,"Julon Bari, Kotwali, Dhaka",3825000,Apartment,3,2,850,23.73795,90.39749,Kotwali,Julon Bari
3633,"Julon Bari, Kotwali, Dhaka",4050000,Apartment,3,2,900,23.73795,90.39749,Kotwali,Julon Bari
3634,"Julon Bari, Kotwali, Dhaka",4050000,Apartment,3,2,900,23.73795,90.39749,Kotwali,Julon Bari
3635,"Julon Bari, Kotwali, Dhaka",4050000,Apartment,3,2,900,23.73795,90.39749,Kotwali,Julon Bari
3636,"Julon Bari, Kotwali, Dhaka",3825000,Apartment,3,2,850,23.73795,90.39749,Kotwali,Julon Bari
3637,"Doniya, Shyampur, Dhaka",30000000,Building,16,8,3600,23.68094,90.43935,Shyampur,Doniya
3638,"Panthapath, Kathalbagan, Dhaka",11100000,Apartment,3,3,1300,23.74921,90.39124,Kathalbagan,Panthapath
3639,"Mitford Road, Bangshal, Dhaka",6956415,Apartment,3,3,1545,23.71104,90.40115,Bangshal,Mitford Road
3640,"Rayer Bazaar, Hazaribag, Dhaka",5000000,Apartment,2,2,900,23.74769,90.36325,Hazaribag,Rayer Bazaar
3641,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",7617500,Apartment,3,3,1385,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
3642,"New Eskaton Road, Eskaton, Dhaka",22550000,Apartment,3,3,2050,23.74751,90.40013,Eskaton,New Eskaton Road
3643,"Road No 18, Banani, Dhaka",14400000,Apartment,2,2,1200,23.76629,90.41775,Banani,Road No 18
3644,"Tikatuli, Sutrapur, Dhaka",5740000,Apartment,2,2,820,23.70311,90.42015,Sutrapur,Tikatuli
3645,"Gandaria, Sutrapur, Dhaka",5868000,Apartment,3,2,1200,23.70279,90.41988,Sutrapur,Gandaria
3646,"Purana Paltan, Motijheel, Dhaka",5000000,Apartment,2,2,715,23.73053,90.41117,Motijheel,Purana Paltan
3647,"Motijheel Extension, Motijheel, Dhaka",11000000,Apartment,3,3,1890,23.72558,90.42179,Motijheel,Motijheel Extension
3648,"Motijheel Extension, Motijheel, Dhaka",11000000,Apartment,3,3,1711,23.72558,90.42179,Motijheel,Motijheel Extension
3649,"Motijheel Extension, Motijheel, Dhaka",10500000,Apartment,3,3,1566,23.72558,90.42179,Motijheel,Motijheel Extension
3650,"Rajarbagh, Motijheel, Dhaka",12000000,Apartment,3,4,1450,23.72558,90.42179,Motijheel,Rajarbagh
3651,"Motijheel Extension, Motijheel, Dhaka",10000000,Apartment,3,3,1711,23.72558,90.42179,Motijheel,Motijheel Extension
3652,"Tikatuli, Sutrapur, Dhaka",7300000,Apartment,2,2,1222,23.70311,90.42015,Sutrapur,Tikatuli
3653,"Gopibag, Motijheel, Dhaka",7592500,Apartment,3,2,1045,23.72558,90.42179,Motijheel,Gopibag
3654,"Rajarbagh, Motijheel, Dhaka",8500000,Apartment,3,3,1096,23.72558,90.42179,Motijheel,Rajarbagh
3655,"Gulshan 1, Gulshan, Dhaka",30000000,Apartment,4,4,2000,23.79059,90.42566,Gulshan,Gulshan 1
3656,"Gulshan 1, Gulshan, Dhaka",30000000,Apartment,3,3,2146,23.79059,90.42566,Gulshan,Gulshan 1
3657,"Gulshan 1, Gulshan, Dhaka",32000000,Apartment,3,3,2430,23.79059,90.42566,Gulshan,Gulshan 1
3658,"Gulshan 2, Gulshan, Dhaka",65000000,Apartment,4,5,4200,23.79059,90.42566,Gulshan,Gulshan 2
3659,"Block E, Banasree, Dhaka",12000000,Apartment,3,4,1762,23.76354,90.4318,Banasree,Block E
3660,"Dutabash Road, Baridhara, Dhaka",81000000,Apartment,4,4,2700,23.76629,90.41775,Baridhara,Dutabash Road
3661,"Block F, Aftab Nagar, Dhaka",6000000,Apartment,3,2,1004,23.75625,90.36915,AftabNagar,Block F
3662,"Road No 11, Baridhara, Dhaka",50000000,Apartment,3,3,2882,23.78223,90.36018,Baridhara,Road No 11
3663,"Meradia, Khilgaon, Dhaka",6500000,Apartment,3,3,1240,23.75349,90.42469,Khilgaon,Meradia
3664,"Sector 18, Uttara, Dhaka",8200000,Apartment,3,4,1654,23.86846,90.3928,Uttara,Sector 18
3665,"Gulshan 1, Gulshan, Dhaka",35000000,Apartment,3,3,2720,23.79059,90.42566,Gulshan,Gulshan 1
3666,"Dhaka Uddan, Mohammadpur, Dhaka",3200000,Apartment,3,2,860,23.76427,90.36547,Mohammadpur,Dhaka Uddan
3667,"Tejgaon Industrial Area, Tejgaon, Dhaka",5200000,Apartment,1,2,800,23.76877,90.39979,Tejgaon,Tejgaon Industrial Area
3668,"Tejgaon Industrial Area, Tejgaon, Dhaka",5200000,Apartment,1,2,800,23.76877,90.39979,Tejgaon,Tejgaon Industrial Area
3669,"Sector 7, Uttara, Dhaka",13500000,Apartment,3,3,1465,23.86846,90.3928,Uttara,Sector 7
3670,"Block D, Bashundhara R-A, Dhaka",20000000,Apartment,4,5,2500,23.81709,90.43238,BashundharaR-A,Block D
3671,"Uttar Badda, Badda, Dhaka",4300000,Apartment,3,2,1250,23.81501,90.43623,Badda,Uttar Badda
3672,"Middle Paikpara, Mirpur, Dhaka",5850000,Apartment,3,3,1300,23.79193,90.35733,Mirpur,Middle Paikpara
3673,"Middle Paikpara, Mirpur, Dhaka",6750000,Apartment,3,3,1500,23.79193,90.35733,Mirpur,Middle Paikpara
3674,"Middle Paikpara, Mirpur, Dhaka",6300000,Apartment,3,3,1400,23.79193,90.35733,Mirpur,Middle Paikpara
3675,"Middle Paikpara, Mirpur, Dhaka",6850000,Apartment,3,3,1500,23.79193,90.35733,Mirpur,Middle Paikpara
3676,"Middle Paikpara, Mirpur, Dhaka",5850000,Apartment,3,3,1300,23.79193,90.35733,Mirpur,Middle Paikpara
3677,"Middle Paikpara, Mirpur, Dhaka",6300000,Apartment,3,3,1400,23.79193,90.35733,Mirpur,Middle Paikpara
3678,"Middle Paikpara, Mirpur, Dhaka",6300000,Apartment,3,3,1400,23.79193,90.35733,Mirpur,Middle Paikpara
3679,"Middle Paikpara, Mirpur, Dhaka",5850000,Apartment,3,3,1300,23.79193,90.35733,Mirpur,Middle Paikpara
3680,"Middle Paikpara, Mirpur, Dhaka",6750000,Apartment,3,3,1500,23.79193,90.35733,Mirpur,Middle Paikpara
3681,"Middle Paikpara, Mirpur, Dhaka",6300000,Apartment,3,3,1400,23.79193,90.35733,Mirpur,Middle Paikpara
3682,"Section 10, Mirpur, Dhaka",7500000,Apartment,3,3,1350,23.81223,90.35967,Mirpur,Section 10
3683,"Section 10, Mirpur, Dhaka",7500000,Apartment,3,3,1350,23.81223,90.35967,Mirpur,Section 10
3684,"Section 10, Mirpur, Dhaka",7900000,Apartment,3,3,1350,23.81223,90.35967,Mirpur,Section 10
3685,"Section 10, Mirpur, Dhaka",7900000,Apartment,3,3,1350,23.81223,90.35967,Mirpur,Section 10
3686,"Section 10, Mirpur, Dhaka",7900000,Apartment,3,3,1350,23.81223,90.35967,Mirpur,Section 10
3687,"Section 10, Mirpur, Dhaka",7250000,Apartment,3,3,1350,23.81223,90.35967,Mirpur,Section 10
3688,"Block B, Niketan, Dhaka",15000000,Apartment,3,3,1400,23.77338,90.40971,Niketan,Block B
3689,"Block D, Niketan, Dhaka",17000000,Apartment,3,3,1565,23.77338,90.40971,Niketan,Block D
3690,"Bangshal Road, Bangshal, Dhaka",5990600,Apartment,2,2,778,23.76629,90.41775,Bangshal,Bangshal Road
3691,"North Mugdapara, Mugdapara, Dhaka",4000000,Apartment,2,2,965,23.72813,90.42969,Mugdapara,North Mugdapara
3692,"Block C, Banasree, Dhaka",6400000,Apartment,2,2,950,23.76354,90.4318,Banasree,Block C
3693,"New Eskaton Road, Eskaton, Dhaka",12000000,Apartment,3,3,1270,23.74751,90.40013,Eskaton,New Eskaton Road
3694,"Wari, Sutrapur, Dhaka",24500000,Apartment,3,4,1815,23.70311,90.42015,Sutrapur,Wari
3695,"Block E, Banasree, Dhaka",7650000,Apartment,3,2,1300,23.76354,90.4318,Banasree,Block E
3696,"Block E, Banasree, Dhaka",7650000,Apartment,3,2,1300,23.76354,90.4318,Banasree,Block E
3697,"Block E, Banasree, Dhaka",7650000,Apartment,3,2,1300,23.76354,90.4318,Banasree,Block E
3698,"Block B, Aftab Nagar, Dhaka",6200000,Apartment,3,2,1025,23.75729,90.36781,AftabNagar,Block B
3699,"Block B, Aftab Nagar, Dhaka",5900000,Apartment,3,2,1170,23.75729,90.36781,AftabNagar,Block B
3700,"South Jatra Bari, Jatra Bari, Dhaka",2500000,Apartment,2,1,600,23.70411,90.43434,JatraBari,South Jatra Bari
3701,"Block C, Aftab Nagar, Dhaka",11000000,Apartment,3,3,1510,23.75596,90.37065,AftabNagar,Block C
3702,"Block D, Aftab Nagar, Dhaka",7500000,Apartment,3,3,1150,23.81709,90.43238,AftabNagar,Block D
3703,"Block B, Aftab Nagar, Dhaka",6500000,Apartment,3,2,1170,23.75729,90.36781,AftabNagar,Block B
3704,"Block B, Aftab Nagar, Dhaka",6800000,Apartment,3,2,1025,23.75729,90.36781,AftabNagar,Block B
3705,"Block C, Aftab Nagar, Dhaka",7000000,Apartment,3,3,1130,23.75596,90.37065,AftabNagar,Block C
3706,"Old Eskaton, Eskaton, Dhaka",18500000,Apartment,3,4,1820,23.74687,90.40191,Eskaton,Old Eskaton
3707,"Pragati Soroni, Kuril, Dhaka",9000000,Duplex,3,3,1210,23.81704,90.42085,Kuril,Pragati Soroni
3708,"Baitul Aman Housing Society, Adabor, Dhaka",8190000,Apartment,3,3,1300,23.7766,90.36276,Adabor,Baitul Aman Housing Society
3709,"DIT Road, Malibagh, Dhaka",8500000,Apartment,3,3,1245,23.77531,90.42565,Malibagh,DIT Road
3710,"Wari, Sutrapur, Dhaka",4000000,Apartment,2,2,950,23.70311,90.42015,Sutrapur,Wari
3711,"Baitul Aman Housing Society, Adabor, Dhaka",8190000,Apartment,3,3,1300,23.7766,90.36276,Adabor,Baitul Aman Housing Society
3712,"Baitul Aman Housing Society, Adabor, Dhaka",8032500,Apartment,3,3,1275,23.7766,90.36276,Adabor,Baitul Aman Housing Society
3713,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",9450000,Apartment,3,3,1500,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
3714,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",9450000,Apartment,3,3,1500,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
3715,"East Bashabo, Bashabo, Dhaka",5900000,Apartment,3,3,1475,23.7405,90.43472,Bashabo,East Bashabo
3716,"East Bashabo, Bashabo, Dhaka",5648000,Apartment,3,3,1412,23.7405,90.43472,Bashabo,East Bashabo
3717,"East Bashabo, Bashabo, Dhaka",5418800,Apartment,2,2,1178,23.7405,90.43472,Bashabo,East Bashabo
3718,"East Bashabo, Bashabo, Dhaka",4600000,Apartment,2,2,1000,23.7405,90.43472,Bashabo,East Bashabo
3719,"East Bashabo, Bashabo, Dhaka",5635000,Apartment,3,2,1225,23.7405,90.43472,Bashabo,East Bashabo
3720,"Block D, Aftab Nagar, Dhaka",8500000,Apartment,3,3,1370,23.81709,90.43238,AftabNagar,Block D
3721,"East Bashabo, Bashabo, Dhaka",4715000,Apartment,2,2,1025,23.7405,90.43472,Bashabo,East Bashabo
3722,"East Bashabo, Bashabo, Dhaka",4600000,Apartment,2,2,1000,23.7405,90.43472,Bashabo,East Bashabo
3723,"Middle Badda, Badda, Dhaka",4427000,Apartment,3,3,1165,23.77753,90.4259,Badda,Middle Badda
3724,"Middle Badda, Badda, Dhaka",4700000,Apartment,3,3,1175,23.77753,90.4259,Badda,Middle Badda
3725,"West Nakhalpara, Tejgaon, Dhaka",5500000,Apartment,2,2,1015,23.7921,90.37846,Tejgaon,West Nakhalpara
3726,"Block C, Bashundhara R-A, Dhaka",16000000,Apartment,3,4,2000,23.75596,90.37065,BashundharaR-A,Block C
3727,"Central Road, Dhanmondi, Dhaka",19500000,Apartment,3,3,2300,23.74191,90.38891,Dhanmondi,Central Road
3728,"Faydabad, Dakshin Khan, Dhaka",6500000,Apartment,3,3,1100,23.85159,90.4151,DakshinKhan,Faydabad
3729,"Road No 3, Banani, Dhaka",28100000,Apartment,3,4,2228,23.77727,90.36475,Banani,Road No 3
3730,"Road No 3, Banani, Dhaka",35000000,Apartment,3,4,2500,23.77727,90.36475,Banani,Road No 3
3731,"Dakkhin Paikpara, Mirpur, Dhaka",4900000,Apartment,3,3,1170,23.79193,90.35733,Mirpur,Dakkhin Paikpara
3732,"Moghbazar Kazi Office Lane, Maghbazar, Dhaka",5600000,Apartment,2,2,924,23.74639,90.40844,Maghbazar,Moghbazar Kazi Office Lane
3733,"North Azampur, Dakshin Khan, Dhaka",4600000,Apartment,2,2,1150,23.85159,90.4151,DakshinKhan,North Azampur
3734,"North Azampur, Dakshin Khan, Dhaka",4600000,Apartment,2,2,1150,23.85159,90.4151,DakshinKhan,North Azampur
3735,"North Azampur, Dakshin Khan, Dhaka",4800000,Apartment,3,2,1200,23.85159,90.4151,DakshinKhan,North Azampur
3736,"Gulshan 2, Gulshan, Dhaka",74000000,Apartment,4,4,3700,23.79059,90.42566,Gulshan,Gulshan 2
3737,"Green City Housing, Mohammadpur, Dhaka",5200000,Apartment,3,3,1300,23.76427,90.36547,Mohammadpur,Green City Housing
3738,"Block C, Bashundhara R-A, Dhaka",37500000,Duplex,5,6,4000,23.75596,90.37065,BashundharaR-A,Block C
3739,"North Adabor, Adabor, Dhaka",9880000,Apartment,3,3,1520,23.74372,90.385,Adabor,North Adabor
3740,"Madartek, Bashabo, Dhaka",9025000,Apartment,3,3,1550,23.74009,90.43418,Bashabo,Madartek
3741,"Gulshan 2, Gulshan, Dhaka",74000000,Apartment,4,4,3700,23.79059,90.42566,Gulshan,Gulshan 2
3742,"Shah Kabir Mazar Road, Dakshin Khan, Dhaka",4200000,Apartment,2,2,1050,23.86765,90.40599,DakshinKhan,Shah Kabir Mazar Road
3743,"Pirerbag, Mirpur, Dhaka",6800000,Apartment,3,3,1250,23.81223,90.35967,Mirpur,Pirerbag
3744,"North Adabor, Adabor, Dhaka",7000000,Apartment,3,3,1050,23.74372,90.385,Adabor,North Adabor
3745,"Rajabazar, Tejgaon, Dhaka",8500000,Apartment,3,2,1050,23.7921,90.37846,Tejgaon,Rajabazar
3746,"Rajabazar, Tejgaon, Dhaka",8800000,Apartment,3,2,1050,23.7921,90.37846,Tejgaon,Rajabazar
3747,"Gulshan 2, Gulshan, Dhaka",74000000,Apartment,4,4,3700,23.79059,90.42566,Gulshan,Gulshan 2
3748,"Dakkhin Paikpara, Mirpur, Dhaka",6000000,Apartment,3,3,1340,23.79193,90.35733,Mirpur,Dakkhin Paikpara
3749,"Paikpara, Mirpur, Dhaka",4200000,Apartment,3,3,1080,23.79193,90.35733,Mirpur,Paikpara
3750,"Middle Monipur, Mirpur, Dhaka",2500000,Apartment,2,2,650,23.81223,90.35967,Mirpur,Middle Monipur
3751,"Dagormora, Savar, Dhaka",2704800,Apartment,3,2,966,23.841520000000003,90.24643,Savar,Dagormora
3752,"Madhya Ajampur, Dakshin Khan, Dhaka",3000000,Apartment,2,2,750,23.85159,90.4151,DakshinKhan,Madhya Ajampur
3753,"North Azampur, Dakshin Khan, Dhaka",6000000,Apartment,3,2,1200,23.85159,90.4151,DakshinKhan,North Azampur
3754,"Kamlapur, Motijheel, Dhaka",21800000,Apartment,3,4,1744,23.72558,90.42179,Motijheel,Kamlapur
3755,"Kamlapur, Motijheel, Dhaka",20000000,Apartment,3,4,1744,23.72558,90.42179,Motijheel,Kamlapur
3756,"Chandrima Model Town, Mohammadpur, Dhaka",3500000,Apartment,3,2,1050,23.76427,90.36547,Mohammadpur,Chandrima Model Town
3757,"Faydabad, Dakshin Khan, Dhaka",6200000,Apartment,3,3,1250,23.85159,90.4151,DakshinKhan,Faydabad
3758,"Faydabad, Dakshin Khan, Dhaka",6200000,Apartment,3,3,1250,23.85159,90.4151,DakshinKhan,Faydabad
3759,"Middle Monipur, Mirpur, Dhaka",2500000,Apartment,2,2,650,23.81223,90.35967,Mirpur,Middle Monipur
3760,"Faydabad, Dakshin Khan, Dhaka",6200000,Apartment,3,3,1250,23.85159,90.4151,DakshinKhan,Faydabad
3761,"Faydabad, Dakshin Khan, Dhaka",6200000,Apartment,3,3,1250,23.85159,90.4151,DakshinKhan,Faydabad
3762,"East Bashabo, Bashabo, Dhaka",3800000,Apartment,3,2,1000,23.7405,90.43472,Bashabo,East Bashabo
3763,"Faydabad, Dakshin Khan, Dhaka",6600000,Apartment,3,3,1400,23.85159,90.4151,DakshinKhan,Faydabad
3764,"Green City Housing, Mohammadpur, Dhaka",4000000,Apartment,3,2,1098,23.76427,90.36547,Mohammadpur,Green City Housing
3765,"Green City Housing, Mohammadpur, Dhaka",4000000,Apartment,3,2,1098,23.76427,90.36547,Mohammadpur,Green City Housing
3766,"Green City Housing, Mohammadpur, Dhaka",5764000,Apartment,3,3,1441,23.76427,90.36547,Mohammadpur,Green City Housing
3767,"Faydabad, Dakshin Khan, Dhaka",6600000,Apartment,3,3,1400,23.85159,90.4151,DakshinKhan,Faydabad
3768,"Gajanabi Road, Mohammadpur, Dhaka",23000000,Apartment,3,4,2172,23.76744,90.36699,Mohammadpur,Gajanabi Road
3769,"Middle Bashabo, Bashabo, Dhaka",9200000,Apartment,3,3,1400,23.74009,90.43418,Bashabo,Middle Bashabo
3770,"Middle Bashabo, Bashabo, Dhaka",9200000,Apartment,3,3,1400,23.74009,90.43418,Bashabo,Middle Bashabo
3771,"Gulshan 1, Gulshan, Dhaka",35000000,Apartment,3,4,2700,23.79059,90.42566,Gulshan,Gulshan 1
3772,"Sector 10, Uttara, Dhaka",13125000,Apartment,3,4,1750,23.86846,90.3928,Uttara,Sector 10
3773,"Sector 10, Uttara, Dhaka",13125000,Apartment,3,4,1750,23.86846,90.3928,Uttara,Sector 10
3774,"Sector 10, Uttara, Dhaka",13125000,Apartment,3,4,1750,23.86846,90.3928,Uttara,Sector 10
3775,"Sultangong Road, Hazaribag, Dhaka",7250000,Apartment,3,3,1450,23.76629,90.41775,Hazaribag,Sultangong Road
3776,"Pirerbag, Mirpur, Dhaka",5300000,Apartment,3,3,1390,23.81223,90.35967,Mirpur,Pirerbag
3777,"Tejkunipara, Tejgaon, Dhaka",6550000,Apartment,3,3,1175,23.7921,90.37846,Tejgaon,Tejkunipara
3778,"Mohammadi Housing LTD., Mohammadpur, Dhaka",7200000,Apartment,3,3,1175,23.76427,90.36547,Mohammadpur,Mohammadi Housing LTD.
3779,"Namapara, Khilkhet, Dhaka",8000000,Plot,,,1800,23.83303,90.435,Khilkhet,Namapara
3780,"Block M, Bashundhara R-A, Dhaka",14000000,Plot,,,2912,23.66803,90.43935,BashundharaR-A,Block M
3781,"Green City Housing, Mohammadpur, Dhaka",4000000,Apartment,3,2,1098,23.76427,90.36547,Mohammadpur,Green City Housing
3782,"Green City Housing, Mohammadpur, Dhaka",5764000,Apartment,3,3,1441,23.76427,90.36547,Mohammadpur,Green City Housing
3783,"Green City Housing, Mohammadpur, Dhaka",4000000,Apartment,3,2,1098,23.76427,90.36547,Mohammadpur,Green City Housing
3784,"Green City Housing, Mohammadpur, Dhaka",5000000,Apartment,3,3,1320,23.76427,90.36547,Mohammadpur,Green City Housing
3785,"Green City Housing, Mohammadpur, Dhaka",4900000,Apartment,3,3,1320,23.76427,90.36547,Mohammadpur,Green City Housing
3786,"PC Culture Housing, Mohammadpur, Dhaka",6500000,Apartment,3,3,1040,23.76427,90.36547,Mohammadpur,PC Culture Housing
3787,"Middle Monipur, Mirpur, Dhaka",5000000,Apartment,3,2,850,23.81223,90.35967,Mirpur,Middle Monipur
3788,"Sultangong Road, Hazaribag, Dhaka",6250000,Apartment,3,3,1250,23.76629,90.41775,Hazaribag,Sultangong Road
3789,"Sultangong Road, Hazaribag, Dhaka",7000000,Apartment,3,3,1400,23.76629,90.41775,Hazaribag,Sultangong Road
3790,"Road No 5, Dhanmondi, Dhaka",26500000,Apartment,3,4,2541,23.75479,90.36056,Dhanmondi,Road No 5
3791,"Pirerbag, Mirpur, Dhaka",8000000,Apartment,3,3,1350,23.81223,90.35967,Mirpur,Pirerbag
